genre,type,episodes,rating
6.787742712134945,2258,1.0,8.09
6.925801100296232,1665,1.0,8.09
6.879116903623007,3246,4.0,8.09
6.7659643263707805,3246,13.0,8.09
6.8945815312219665,3246,2.0,8.09
6.765057174136609,3568,24.0,8.09
6.898257208078752,3568,11.0,8.09
6.679877024613605,2258,1.0,8.09
6.78014408111162,1665,1.0,8.09
6.81698576044648,3246,13.0,8.09
6.737192045103701,3246,6.0,8.09
6.81698576044648,3568,145.0,8.08
6.739640260362878,3568,52.0,8.08
6.989282147285345,3568,10.0,8.08
6.921703181315371,3568,26.0,8.08
6.8945815312219665,3568,12.0,8.08
6.965359200562897,3568,24.0,8.08
6.890769004004295,3246,1.0,8.08
6.818786457495157,3568,51.0,8.08
6.710462323820267,2258,1.0,8.08
6.929376427624294,3568,13.0,8.07
6.864096677101894,1665,1.0,8.07
6.679877024613605,3568,36.0,8.07
7.079185467755484,3568,26.0,8.07
6.815595153125142,3246,3.0,8.07
6.752722311878875,3568,26.0,8.07
6.832623160392768,3568,24.0,8.07
6.916792994894713,3568,12.0,8.07
7.095102020860499,1665,4.0,8.07
6.661720830982993,3568,50.0,8.07
6.787689074727382,3568,26.0,8.06
6.909644001455145,2258,1.0,8.06
6.958536097520363,3246,1.0,8.06
6.775595157905605,3246,1.0,8.06
6.381216522868731,3246,6.0,8.06
6.813111538251761,3568,13.0,8.06
6.7993693183327215,3568,24.0,8.06
6.55065552437048,3568,13.0,8.06
6.679877024613605,2258,1.0,8.06
6.816022506530013,3246,5.0,8.06
6.881196367099403,3568,4.0,8.06
6.799048416719416,3568,39.0,8.06
6.917965332390408,3568,26.0,8.06
6.864615975484507,3246,8.0,8.05
6.799954852072292,3568,14.0,8.06
6.865263382398046,2258,1.0,8.05
6.683713659434512,3246,6.0,8.05
6.977464503042602,1665,1.0,8.05
6.79584143256157,3568,51.0,8.05
7.1020869174924,2258,1.0,8.05
6.929435753360255,2258,1.0,8.05
6.832134730573838,3568,12.0,8.05
6.854858532664241,3246,6.0,8.05
6.8480306537727635,3568,69.0,8.05
6.856792675457734,3568,60.0,8.04
7.079860655338775,2258,1.0,8.04
6.810612273865057,1665,2.0,8.04
6.833258711521116,3568,12.0,8.04
6.82464419481235,2258,1.0,8.04
6.803886883828607,3568,13.0,8.04
6.848837749250656,3568,178.0,8.04
6.92772720786258,3568,26.0,8.04
6.973155436986069,2258,1.0,8.04
6.835303843082574,3568,12.0,8.04
6.839014930205326,2258,1.0,8.03
6.904264122901512,2258,1.0,8.03
6.888535979820423,3568,12.0,8.03
6.982722810227557,3568,23.0,8.03
6.832439430217648,3568,26.0,8.03
6.809986972719969,3568,13.0,8.03
6.6274346525033225,3568,13.0,8.03
6.960658720213899,3568,11.0,8.03
6.806039070511152,3568,23.0,8.03
6.767137450162604,3568,10.0,8.03
6.844324670135718,2258,1.0,8.03
6.804130713988675,3568,50.0,8.03
6.849182059965683,3568,12.0,8.03
6.796193113980039,3568,114.0,8.03
6.704943931065166,3568,12.0,8.03
6.778596527686062,3246,2.0,8.03
6.704943931065166,3568,13.0,8.03
6.835117703983254,3568,35.0,8.02
6.984421508352902,1665,1.0,8.02
6.970727799675441,2258,1.0,8.03
7.081580397503669,2258,1.0,8.02
6.679877024613605,3568,25.0,8.02
6.860529505924677,1665,12.0,8.02
6.890769004004295,3568,26.0,8.02
6.852897778963967,3246,11.0,8.02
7.038357700928673,3568,26.0,8.02
6.714308823802298,3246,12.0,8.01
6.856826756300935,3568,13.0,8.01
6.8733407180964115,3246,1.0,8.01
6.802798523989655,3568,61.0,8.01
6.693410759857393,3568,12.0,8.01
6.787689074727382,3568,12.0,8.01
6.890737737908709,3568,13.0,8.01
6.815595153125142,3246,3.0,8.01
6.94329948093057,3568,50.0,8.01
6.892051891910089,2258,1.0,8.01
6.704943931065166,3568,13.0,8.01
6.929435753360255,3568,51.0,8.0
6.958536097520363,2258,1.0,8.0
6.8718314743622715,1665,6.0,8.0
6.820046148672861,3246,7.0,8.0
6.630549450160543,1665,4.0,8.0
6.835117703983254,3246,1.0,8.0
6.777309646018298,3246,2.0,8.0
6.770376738773519,2258,1.0,8.0
6.919746368575548,3246,5.0,8.0
6.801409267964847,606,4.0,8.0
5.928593750000003,487,1.0,8.0
6.820121573975434,3568,34.0,7.99
6.834742827905323,2258,1.0,7.99
6.788095340919129,2258,1.0,7.99
6.787689074727382,3568,12.0,7.99
6.865980764973751,3568,109.0,7.99
6.841462022819155,3568,52.0,7.99
6.65694233144549,3568,13.0,7.99
7.126286408030973,3568,22.0,7.99
6.865263382398046,2258,1.0,7.99
6.880581470940243,3568,13.0,7.98
6.958536097520363,2258,1.0,7.98
6.958536097520363,2258,1.0,7.98
6.712344125405113,3568,25.0,7.98
6.630549450160543,606,20.0,7.98
6.795188939191917,2258,1.0,7.98
6.711887048732699,1665,9.0,7.98
6.8006598399811855,2258,1.0,7.98
6.713131065502411,3568,24.0,7.98
6.663184922308857,3568,13.0,7.98
6.693410759857393,3568,13.0,7.98
6.804627456457748,3568,12.0,7.97
6.804627456457748,3568,12.0,7.97
6.840860620816029,3568,25.0,7.97
6.868292046444012,3568,26.0,7.97
6.787689074727382,3568,26.0,7.97
6.711887048732699,1665,9.0,7.97
6.790391588671372,3568,39.0,7.97
6.807591435998917,3568,24.0,7.97
6.630675525147181,2258,1.0,7.97
6.89742879477401,3568,13.0,7.97
6.707287069960735,3568,26.0,7.97
6.810209732532917,3246,1.0,7.97
6.793673224949869,3246,12.0,7.97
6.784097739275997,2258,1.0,7.97
6.837041123293997,3568,10.0,7.97
6.813064614416827,3246,6.0,7.97
6.858310881887373,2258,1.0,7.96
6.760574660263476,3568,13.0,7.96
6.954061656221403,3568,25.0,7.96
6.873925380307525,2258,1.0,7.96
6.836541518857359,3246,1.0,7.96
6.704943931065166,3246,3.0,7.96
6.833258711521116,3568,12.0,7.96
7.145123287262304,3568,148.0,7.96
6.76045256734095,3568,25.0,7.96
6.8490850527049805,3568,26.0,7.96
6.752722311878875,3568,26.0,7.96
6.788024910862222,3568,49.0,7.96
6.879007037748828,3568,366.0,7.95
6.8680172089547,3568,12.0,7.95
6.929435753360255,3568,13.0,7.95
6.867568595107108,3568,11.0,7.95
6.990191033327113,1665,1.0,7.95
6.958536097520363,3246,1.0,7.95
6.802798523989655,3568,97.0,7.95
6.630549450160543,606,48.0,7.95
6.693410759857393,3246,6.0,7.95
6.933933509246913,3568,12.0,7.95
6.823385012940325,3568,10.0,7.95
6.860529505924677,3568,24.0,7.95
6.804627456457748,3568,13.0,7.95
6.8936364510452455,3568,13.0,7.95
6.903530613719122,2258,1.0,7.95
6.778596527686062,3568,26.0,7.95
6.758054006355072,3568,12.0,7.95
6.586411823452181,3568,78.0,7.95
6.951430237277321,3568,12.0,7.95
6.7813597791032,2258,1.0,7.95
6.788323222620979,3246,1.0,7.95
6.834742827905323,2258,1.0,7.94
6.854858532664241,1665,6.0,7.94
6.958536097520363,2258,1.0,7.94
6.958536097520363,2258,1.0,7.94
6.7908820389387925,2258,1.0,7.94
6.786786730144208,3568,13.0,7.94
6.970727799675441,2258,1.0,7.94
6.787689074727382,1665,2.0,7.94
6.899657960399537,2258,1.0,7.94
6.746064989664844,3568,26.0,7.94
6.890737737908709,1665,8.0,7.94
6.801409267964847,2258,1.0,7.94
6.594546807292507,1665,4.0,7.94
6.835303843082574,3568,12.0,7.94
6.704943931065166,3246,2.0,7.94
6.871324653479381,3568,23.0,7.93
6.839442934213932,3568,12.0,7.93
6.885806411681079,3568,12.0,7.93
6.775595157905605,3568,12.0,7.93
6.712257508450476,2258,1.0,7.93
6.896411690588903,2258,1.0,7.93
6.886770242290035,2258,1.0,7.94
6.920223301434753,3246,2.0,7.93
6.774015800681994,3246,3.0,7.93
6.7999839466966385,3568,358.0,7.93
6.807591435998917,3568,155.0,7.93
6.679877024613605,2258,1.0,7.93
6.829715703619691,3568,50.0,7.93
6.752729847924095,1665,1.0,7.93
6.961383452676611,3568,12.0,7.93
6.835586612541214,1665,2.0,7.93
6.859051549840622,3568,12.0,7.93
6.890253623793248,1665,2.0,7.93
6.768051919347353,3568,26.0,7.93
6.8586296541708505,1665,2.0,7.93
6.7165709218354746,2258,1.0,7.93
6.832623160392768,2258,1.0,7.93
6.854591959730573,3568,26.0,7.93
6.748425816262346,3246,3.0,7.92
6.84056571310097,3568,25.0,7.92
6.836594632111921,3568,26.0,7.92
6.958536097520363,1665,1.0,8.1
6.945168598169837,2258,1.0,7.91
6.868240138910887,3568,24.0,7.92
6.865263382398046,2258,1.0,7.92
6.779130796516826,3568,25.0,7.92
6.761059572493477,3568,12.0,7.92
5.928593750000003,1665,1.0,7.92
6.770376738773519,2258,1.0,7.92
6.715489727959894,3246,1.0,7.92
6.749620048229245,2258,1.0,7.92
6.943820394820863,3568,25.0,7.92
6.876308289651117,1665,1.0,7.92
6.837804075261716,2258,1.0,7.91
6.767191121144296,3568,52.0,7.91
6.953513889394706,3568,13.0,7.91
6.929435753360255,3568,13.0,7.91
6.8006598399811855,2258,1.0,7.91
6.823387007735332,2258,1.0,7.91
6.990191033327113,3246,15.0,7.91
6.801409267964847,2258,1.0,7.92
6.928314573604635,3568,20.0,7.91
6.594546807292507,3568,47.0,7.91
6.8586296541708505,3246,3.0,7.91
6.982827559821675,3568,12.0,7.91
7.017744454878627,3568,12.0,7.9
6.760418480253566,2258,1.0,7.9
6.840655385432723,3568,12.0,7.9
6.502514700119985,3568,104.0,7.9
6.753615199714762,2258,1.0,7.9
6.778905847909559,3568,113.0,7.9
6.96036468322379,3568,51.0,7.9
6.955071009475933,3568,39.0,7.9
6.787689074727382,3568,13.0,7.9
6.787689074727382,1665,2.0,7.9
6.668975772537955,3568,51.0,7.9
6.767152218225071,3568,22.0,7.9
6.736892718357091,2258,1.0,7.9
6.8589066842335455,2258,1.0,7.9
6.8691717142435325,3568,48.0,7.9
6.871305576513631,3568,25.0,7.9
6.871380042101658,3568,12.0,7.89
6.919160399964095,3568,38.0,7.89
6.594546807292507,3568,54.0,7.89
6.663184922308857,1665,1.0,7.89
6.789786379941343,3568,49.0,7.89
6.822223139350814,3568,167.0,7.89
6.826525777038952,1665,1.0,7.89
6.836811601075459,2258,1.0,7.89
6.572915243545538,1665,1.0,7.89
6.921775531055017,2258,1.0,7.89
6.892849082409091,1665,1.0,7.89
6.766198220949296,3568,43.0,7.89
6.793565429484789,2258,1.0,7.89
6.86355711430832,3246,2.0,7.89
6.854858532664241,3246,8.0,7.89
6.8091513651094315,2258,1.0,7.89
6.763944304453581,3568,25.0,7.89
7.00699715620714,3568,12.0,7.88
6.865027262464648,606,8.0,7.88
6.84056571310097,2258,1.0,7.88
6.833201787669594,3568,25.0,7.88
6.799823344470427,3568,13.0,7.88
6.977464503042602,3246,12.0,7.88
6.7703131546732225,3568,13.0,7.88
7.008674029524751,1665,1.0,7.88
6.630549450160543,1665,4.0,7.88
6.572915243545538,1665,1.0,7.88
6.7257420492034345,3568,78.0,7.88
6.809826706539783,3568,12.0,7.88
6.481566003916258,2258,1.0,7.88
6.955013140873642,3568,39.0,7.88
6.6396944010707095,1665,3.0,7.88
6.881295505266759,3246,3.0,7.88
6.788095340919129,2258,1.0,7.88
6.910986913500933,2258,1.0,7.88
6.884873718374264,3568,51.0,7.88
6.813111538251761,2258,1.0,7.87
6.867568595107108,3568,12.0,7.87
6.797445389447315,3568,12.0,7.87
6.816322685461644,3568,12.0,7.87
6.819624359309728,606,13.0,7.87
7.021969387033247,2258,1.0,7.87
6.572915243545538,3568,13.0,7.87
6.8006598399811855,2258,1.0,7.87
6.715489727959894,3568,24.0,7.87
6.801409267964847,3568,49.0,7.87
6.801409267964847,3246,3.0,7.87
6.705662075883052,2258,1.0,7.87
6.717303495743137,3568,161.0,7.87
6.874998867513879,3246,6.0,7.87
